Text,Predicted,Target
Product Issue wasn't clear on actual size of shoe. only the width,Design Issue,Design Issue
Product Issue Too large need to return,Design Issue,Design Issue
Seller Issue Shoes came and were solid black rather than black with white as shown.  We were not happy that the product was not as shown.,Delivery and Return Issue,Delivery and Return Issue
"Seller Issue This product was ordered as a birthday gift, when I received the shoes they weren't as described....at all :( it took quite some time for my refund to arrive as well. Very unsatisfied.",Delivery and Return Issue,Delivery and Return Issue
Seller Issue Garbage. Took 5 days to deliver. Even though I used my prime account,Delivery and Return Issue,Delivery and Return Issue
Product Issue Every time I select the size I want it flips to a different color and every time I select the color I want it tells me to select my size. I cannot get them both selected at the same time no matter which size options (of the dozens and dozens) I try. Would love to order some shoes!,Design Issue,Design Issue
Seller Issue Sneakers were dirty as if it was used.  Definetly will not recommend anyone to purchase from this 3rd party.,Product Authenticity Issue,Delivery and Return Issue
"Product Issue The shoes run large. If you are normally a size 11, I suggest you go with a size 10 in these shoes.",Design Issue,Design Issue
Product Issue Very cute but too large. My daughter is a 7.5 but in converse I usually get her size 8 and they fit great. Not sure what's up but I must return these.,Design Issue,Design Issue
Product Issue Hard to figure out if I was ordering mens sizes or womens sizes!!!! Ended up getting the wrong size!,Design Issue,Design Issue
Product Issue I think the sizing was way wrong on these.,Design Issue,Design Issue
"Product Issue If you look at the picture, you see the white converse so I bought it. When the shoes arrived, they came yellow. They should change the picture in order to avoid that confusion.In my case I do not live in USA so I had to settle",Product Description Issue,Product Description Issue
Seller Issue These shoes should be $19.95.  They used to be $19.95.  Don't buy these shoes until they come back down to $19.95.,Delivery and Return Issue,Product Authenticity Issue
"Product Issue The shoe arrived, but it was not the correct number. unfortunately it was a misleading offer",Product Description Issue,Design Issue
Product Issue Guess I was under the impression they were womens sizes had to order a 6 and need to return the 8,Design Issue,Design Issue
Product Issue too big,Design Issue,Design Issue
"Product Issue I have always had these Converse. I always buy 10 1/2- this time, even when they have the label, size is actually 12. therefore, not fitting for me.",Design Issue,Design Issue
"Product Issue My review is not based on the converse shoe itself which we like but the service provided thru amazon. It is the 2nd time this has happened to me, I clearly got the women sizing but was sent mens sizing instead and they vary by 2 sizes!! So my daughter who is a 6.5 women should get a 4.5 mens size. But when choosing I clearly chose womens 6.5 so I don't know why the mix up.",Design Issue,Design Issue
Product Issue Zipper broke the first day.  Returned.,Quality Issue,Quality Issue
Seller Issue Don't order from shoe kahuna the converse I received has some white stitching that doesn't belong looks repaired not happy not worth the 44.99,Product Authenticity Issue,Delivery and Return Issue
"Product Issue These shoes came faster than I expected. Very cute. However, there was a thick staple through the bottom of the shoe that poked my toe.",Design Issue,Quality Issue
Product Issue The item was as Bleached White and what I received was unbleached.  The shoes were to be a Christmas gift so I had. No time to return them.  The shoes were Yellow!,Design Issue,Design Issue
Product Issue the sole of the shoe is already coming apart..I've had converse sneakers for many years that lasted really long this pair...not so go :(,Quality Issue,Quality Issue
Product Issue Purchased for my daughter who is normally a size 7; when we received it she was extremely disappointed as it was too big. It was literally a boat on her feet.,Design Issue,Design Issue
Product Issue order for my daughter and are atelast a size bigger then they said! :( bought for Christmas and she hasn't been able to where yet,Design Issue,Design Issue
Product Issue Shoes are larger than a standard 10.5.  Was surprised how big they are.  Likely a full size bigger than any other shoe I own.,Design Issue,Design Issue
"Product Issue The zipper on my Kipling Lancelot Flap Shoulder Bag broke after five years of daily use. Replacing the zipper would have cost almost as much as replacing the purse, so I decided to buy a complete replacement.When the replacement came, I discovered it was missing an inner pocket that also divided the snap pouch into two areas! I carry my tablet and Kindle with me everywhere, and I always stow my gadgets behind this inner pocket. I also bring a variety of gift cards and other small tchotchkes such as headphones or validated parking receipts. The new Kipling Lancelot has no space for these items!Furthermore, the new Kipling Lancelot does not have the two little pen pockets. They moved the pen pocket to set between to larger pockets. Now my phone no longer fits in the pocket I usually carry it in!It's unacceptable. The manufacturing standards were obviously dropped to make the newer version of this Kipling purse.The 420 Denier Nylon used to make the purse is darn near indestructible. I've been a big Kipling fan for over ten years, but this is a big blow in my confidence of the brand. I've returned my Kipling Lancelot bag, and I have no idea what I'm going to do to replace my old one.",Quality Issue,Design Issue
